1	45.03658
2	46.69106
3	48.34553
4	50.00000
5	50.98924
6	50.76925
7	49.52188
8	47.42895
9	44.67232
10	41.43383
11	37.89533
12	34.23864
13	30.64562
14	27.29811
15	24.37795
16	22.06698
17	20.54705
18	20.00000
19	17.85714
20	15.71429
21	13.57143
22	11.42857
23	9.28571
24	7.14286
25	5.00000
26	2.85714
27	0.71429
28	-1.42857
29	-3.57143
30	-5.71429
31	-7.85714
32	-10.00000
33	-12.14286
34	-14.28571
35	-16.42857
